14.78251601	15.30374389	10	50
24.16076382	-2.917095664	10	52
11.45261171	-8.973087016	10	52
1.332348876	3.56218107	10	51
4.65709397	14.3620751	10	50
20.76951792	-7.625562162	10	49
6.012144042	-5.057174052	10	50
22.66905108	11.14727688	10	52
16.50644607	31.55511589	20	30
38.29978297	0.709683296	20	32
8.178172832	-21.69455707	20	31
-14.67639251	12.56532116	20	31
-1.188120386	29.02810987	20	31
-13.28125957	-5.478918884	20	31
34.35945703	19.86567032	20	31
31.22677409	-16.6142873	20	31
18.17689772	39.97833111	30	20
46.47259494	-4.047343099	30	20
8.888179574	-29.91729097	30	20
-23.5657082	13.55885002	30	20
-9.608674657	34.62728416	30	20
-16.72713456	-16.51561782	30	20
34.42136808	-25.38836404	30	20
40.08040458	25.86052353	30	20
6.35729646	39.94068792	30	20
30.73678445	34.91859246	30	20
46.19311916	13.0454499	30	20
-24.17703665	-1.208774266	30	20
-4.429910463	-25.52979173	30	20
23.11092822	-30.2221877	30	20
41.93764347	-16.0820287	30	20
17.99549732	44.90308833	40	0
52.8316111	5.376989053	40	0
6.496172542	-34.76381123	40	0
-29.51859953	0.824458849	40	0
-2.270822184	43.27899182	40	0
-20.37825532	31.04214243	40	0
-27.53709846	16.75112299	40	0
-24.24568073	-14.00834692	40	0
-14.62578436	-24.77932596	40	0
-3.820357407	-31.35648105	40	0
18.69495575	-36.02532229	40	0
33.20540402	-32.3861521	40	0
50.06319128	-12.31603836	40	0
49.83552242	18.15610043	40	0
41.73651522	31.49485745	40	0
29.44945602	41.22052374	40	0
19.25111003	48.13504989	50	0
56.05425993	0.580638781	50	0
7.009383903	-38.60845163	50	0
-29.62920077	18.29207688	50	0
53.13332746	18.12000982	50	0
44.17501215	33.61838193	50	0
31.20115999	44.05784575	50	0
2.420038435	48.39083918	50	0
-12.87992381	41.97497549	50	0
-23.22584974	30.7188332	50	0
-32.24050938	0.836061893	50	0
-24.69058445	-17.94053312	50	0
-8.036927101	-32.76222953	50	0
25.24772344	-38.73210078	50	0
44.07078798	-27.71997698	50	0
53.22951556	-12.96469688	50	0
22.01364916	50.16472068	60	0
56.87129337	-7.132254665	60	0
8.321831673	-40.9812348	60	0
-31.24432494	17.50190426	60	0
56.30994629	14.71587992	60	0
48.85603912	31.42387418	60	0
35.69028094	44.41926203	60	0
3.387888967	51.51447037	60	0
-11.77586898	44.57523114	60	0
-23.42046276	32.05574831	60	0
-33.53993279	-0.544696639	60	0
-24.06329501	-21.00713062	60	0
-9.337094451	-33.72955172	60	0
25.45647594	-40.65897124	60	0
44.00644829	-30.12723346	60	0
52.397553	-18.29959779	60	0
20.95483285	52.6779059	70	0
58.85310175	-3.527651313	70	0
8.27419204	-41.14584468	70	0
-32.96458723	14.41875182	70	0
26.49648964	-40.74290759	70	0
44.1138277	-31.18163286	70	0
53.34543446	-18.67431297	70	0
-33.25678543	-5.659362909	70	0
-25.00954	-20.80809858	70	0
-11.88498895	-32.55053735	70	0
-4.020371006	50.77155165	70	0
-18.63810938	39.02740174	70	0
-27.19523526	27.00699608	70	0
57.94204217	15.07832749	70	0
49.41794011	34.39523638	70	0
35.3801184	47.01157112	70	0
24.13388293	53.66365925	80	0
59.55628763	-5.88104766	80	0
8.899094447	-40.55642222	80	0
-33.96640356	11.73112852	80	0
60.07548679	12.57918214	80	0
53.73061016	31.45291256	80	0
40.43267638	46.23571264	80	0
2.924725653	54.72084091	80	0
-13.79635149	44.5261857	80	0
-27.43796311	27.48281222	80	0
-32.99813867	-7.508602013	80	0
-21.13384691	-25.15769358	80	0
-2.390324826	-36.70813894	80	0
27.35762653	-40.0272656	80	0
45.26830243	-30.6359809	80	0
55.37051674	-17.08166241	80	0
23.53112577	55.6755918	90	0
62.26091483	5.208046984	90	0
9.96063666	-40.11249603	90	0
-34.82806138	1.785110215	90	0
26.70314197	-39.80440296	90	0
44.7857616	-31.7576534	90	0
57.45689905	-15.90858121	90	0
-30.30353362	-13.33489169	90	0
-20.08980727	-25.94562618	90	0
-6.578657796	-34.45159733	90	0
1.066981919	54.93324782	90	0
-14.32988963	44.75502624	90	0
-28.94604775	25.75516936	90	0
58.91825978	24.91515461	90	0
49.77303972	40.78163733	90	0
33.57366975	51.75382455	90	0
20.65569362	57.78802858	100	0
63.89036449	0.286125684	100	0
8.633980556	-39.43592	100	0
-34.15233238	9.50419871	100	0
62.59649945	19.50118876	100	0
55.90483398	36.06463434	100	0
40.73641427	50.12345017	100	0
-1.283328973	54.32707402	100	0
-16.16755927	43.77312461	100	0
-28.10261551	28.06317441	100	0
-32.75871704	-7.378900524	100	0
-22.4151065	-23.77450694	100	0
-7.07465528	-34.15382921	100	0
26.17318897	-40.038191	100	0
41.35310483	-35.12226222	100	0
55.6042097	-22.26068201	100	0
16.1759656	58.40828474	110	0
66.21121746	0.778545377	110	0
16.14235947	-40.37032374	110	0
-32.18918381	-7.39335118	110	0
38.28479322	-38.22756577	110	0
54.42423962	-28.01415411	110	0
62.93417418	-14.47293807	110	0
64.39505503	21.22731004	110	0
56.62197213	38.36448703	110	0
41.4781466	51.47864883	110	0
-9.119608923	50.13676664	110	0
-24.70207858	33.74575756	110	0
-32.83697055	13.58527491	110	0
-24.28051414	-22.39124246	110	0
-9.796761338	-33.51500406	110	0
4.920514934	-38.50208663	110	0
68.77794995	6.458042212	120	0
19.38910342	57.64421463	120	0
23.20522674	-40.5896308	120	0
-32.03444575	-4.411699878	120	0
-25.94167179	-20.74035671	120	0
-12.11460825	-33.65795864	120	0
5.588251258	-38.89116151	120	0
41.41878186	-39.45625106	120	0
57.59181195	-29.51970614	120	0
66.66922591	-12.14168338	120	0
64.72831017	27.21101003	120	0
54.25689791	43.83406037	120	0
38.33837161	54.44965087	120	0
2.248587764	56.05660747	120	0
-14.88191325	45.79141866	120	0
-28.04408162	26.57537527	120	0
