11.88,5.51,7.5,10
11.89,27.59,18.5,12
-7.81,16.22,18.5,8
-7.81,-6.53,18.5,15
11.89,-17.9,18.5,13
31.58,16.22,18.5,9
31.58,-6.53,18.5,8
-9.61,42.72,54.5,6
33.36,42.72,54.5,5
-31.09,5.51,54.5,4
-9.61,-31.7,54.5,5
54.85,5.51,54.5,5
33.36,-31.7,54.5,4
52.33,29.16,68.5,2
13.18,51.77,68.5,2
-25.98,29.16,68.5,2
-25.98,-16.05,68.5,2
13.18,-38.65,68.5,2
52.33,-16.05,68.5,2
39.64,48.69,101.5,2
-6.99,48.69,101.5,0
-30.31,8.3,101.5,0
-6.99,-32.08,101.5,0
39.64,-32.08,101.5,0
62.95,8.3,101.5,0
